mediaID,deploymentID,captureMethod,timestamp,filePath,filePublic,fileName,fileMediatype,exifData,favorite,mediaComments
4422b354-2a4b-4a9f-b39f-931c6a65843a,r0039-dona_0067,activityDetection,2025-11-12T18:22:49+00:00,images/r0039-dona_0067/R0039-DONA_0067__20251112_132.JPEG,false,R0039-DONA_0067__20251112_132.JPEG,image/jpeg,,,
5b056ea9-784c-41eb-949f-92df16f5226c,r0039-dona_0067,activityDetection,2025-11-12T18:22:51+00:00,images/r0039-dona_0067/R0039-DONA_0067__20251112_133.JPEG,false,R0039-DONA_0067__20251112_133.JPEG,image/jpeg,,,
be35be60-355c-4e8d-b843-5ccc743d2710,r0039-dona_0067,activityDetection,2025-11-12T18:22:54+00:00,images/r0039-dona_0067/R0039-DONA_0067__20251112_134.JPEG,false,R0039-DONA_0067__20251112_134.JPEG,image/jpeg,,,
063d805b-9ced-4022-bd87-a6c796824dc8,r0039-dona_0067,activityDetection,2025-11-12T18:22:56+00:00,images/r0039-dona_0067/R0039-DONA_0067__20251112_135.JPEG,false,R0039-DONA_0067__20251112_135.JPEG,image/jpeg,,,
770f4ee9-cf19-4f35-8f15-8e72d1d74afb,r0039-dona_0067,activityDetection,2025-11-14T01:50:33+00:00,images/r0039-dona_0067/R0039-DONA_0067__20251114_136.JPEG,false,R0039-DONA_0067__20251114_136.JPEG,image/jpeg,,,
0b2820df-ff8e-4f12-a9ad-24efe36a8ec1,r0039-dona_0067,activityDetection,2025-11-14T01:50:36+00:00,images/r0039-dona_0067/R0039-DONA_0067__20251114_137.JPEG,false,R0039-DONA_0067__20251114_137.JPEG,image/jpeg,,,
8c6a7057-2850-472f-9745-b0572722f647,r0039-dona_0067,activityDetection,2025-11-14T01:50:38+00:00,images/r0039-dona_0067/R0039-DONA_0067__20251114_138.JPEG,false,R0039-DONA_0067__20251114_138.JPEG,image/jpeg,,,
aae63ad5-ad3d-4238-9359-a6ae36ed0317,r0039-dona_0067,activityDetection,2025-11-14T13:41:58+00:00,images/r0039-dona_0067/R0039-DONA_0067__20251114_139.JPEG,false,R0039-DONA_0067__20251114_139.JPEG,image/jpeg,,,
ccc4a0b0-cfcf-4abb-b47c-5f7b95add7a4,r0039-dona_0071,activityDetection,2025-11-02T23:17:01+00:00,images/r0039-dona_0071/R0039-DONA_0071__20251102_58.JPEG,false,R0039-DONA_0071__20251102_58.JPEG,image/jpeg,,,
ae03239b-b7bd-4aad-a81f-91edc65f2731,r0039-dona_0071,activityDetection,2025-11-02T23:17:01+00:00,images/r0039-dona_0071/R0039-DONA_0071__20251102_59.JPEG,false,R0039-DONA_0071__20251102_59.JPEG,image/jpeg,,,
0d047cf2-fe43-4b11-ba70-10f6acc57fa0,r0039-dona_0071,activityDetection,2025-11-02T23:17:02+00:00,images/r0039-dona_0071/R0039-DONA_0071__20251102_60.JPEG,false,R0039-DONA_0071__20251102_60.JPEG,image/jpeg,,,
ef9998cb-8773-4e0a-9c0e-0515782167cd,r0039-dona_0071,activityDetection,2025-11-05T07:47:39+00:00,images/r0039-dona_0071/R0039-DONA_0071__20251105_61.JPEG,false,R0039-DONA_0071__20251105_61.JPEG,image/jpeg,,,
a0792b70-473f-4e00-a9aa-a8526b5dd9be,r0039-dona_0071,activityDetection,2025-11-05T07:47:39+00:00,images/r0039-dona_0071/R0039-DONA_0071__20251105_62.JPEG,false,R0039-DONA_0071__20251105_62.JPEG,image/jpeg,,,
5dcdec1e-be18-41c2-8089-083d52b786e6,r0039-dona_0071,activityDetection,2025-11-05T07:47:39+00:00,images/r0039-dona_0071/R0039-DONA_0071__20251105_63.JPEG,false,R0039-DONA_0071__20251105_63.JPEG,image/jpeg,,,
e1e6cae1-94cf-4d20-a3e3-d9e9de9185ae,r0039-dona_0071,activityDetection,2025-11-05T07:47:41+00:00,images/r0039-dona_0071/R0039-DONA_0071__20251105_64.JPEG,false,R0039-DONA_0071__20251105_64.JPEG,image/jpeg,,,
5ef7c4b9-7256-464d-b72c-dc42315a9f5c,r0039-dona_0071,activityDetection,2025-11-05T07:47:41+00:00,images/r0039-dona_0071/R0039-DONA_0071__20251105_65.JPEG,false,R0039-DONA_0071__20251105_65.JPEG,image/jpeg,,,
27d9099d-213d-45ff-a4ac-9275e62006ab,r0039-dona_0071,activityDetection,2025-11-05T07:47:41+00:00,images/r0039-dona_0071/R0039-DONA_0071__20251105_66.JPEG,false,R0039-DONA_0071__20251105_66.JPEG,image/jpeg,,,
2104a561-4f70-4c10-b422-e230541885a0,r0039-dona_0071,activityDetection,2025-11-05T07:47:42+00:00,images/r0039-dona_0071/R0039-DONA_0071__20251105_67.JPEG,false,R0039-DONA_0071__20251105_67.JPEG,image/jpeg,,,
16e877c2-3e04-48a5-9be1-261a686ac9c4,r0039-dona_0071,activityDetection,2025-11-05T07:47:43+00:00,images/r0039-dona_0071/R0039-DONA_0071__20251105_69.JPEG,false,R0039-DONA_0071__20251105_69.JPEG,image/jpeg,,,
e973302a-f066-420c-9a9d-1170bb678115,r0039-dona_0071,activityDetection,2025-11-05T07:47:43+00:00,images/r0039-dona_0071/R0039-DONA_0071__20251105_68.JPEG,false,R0039-DONA_0071__20251105_68.JPEG,image/jpeg,,,
80596071-bd20-43a0-86a9-7ae12188fc41,r0039-dona_0071,activityDetection,2025-11-05T07:47:45+00:00,images/r0039-dona_0071/R0039-DONA_0071__20251105_70.JPEG,false,R0039-DONA_0071__20251105_70.JPEG,image/jpeg,,,
db238774-c757-46a1-89df-711939c9f7d7,r0039-dona_0071,activityDetection,2025-11-05T07:47:45+00:00,images/r0039-dona_0071/R0039-DONA_0071__20251105_71.JPEG,false,R0039-DONA_0071__20251105_71.JPEG,image/jpeg,,,
c1f6a626-5cf9-4a9f-a331-700a2c483e1d,r0039-dona_0071,activityDetection,2025-11-05T07:47:46+00:00,images/r0039-dona_0071/R0039-DONA_0071__20251105_72.JPEG,false,R0039-DONA_0071__20251105_72.JPEG,image/jpeg,,,
dfe2989c-bab0-414e-a453-c92a338d6273,r0039-dona_0071,activityDetection,2025-11-05T07:47:47+00:00,images/r0039-dona_0071/R0039-DONA_0071__20251105_73.JPEG,false,R0039-DONA_0071__20251105_73.JPEG,image/jpeg,,,
5c0fe5a6-8c8f-46cd-a558-568d24f6e68d,r0039-dona_0071,activityDetection,2025-11-05T07:47:47+00:00,images/r0039-dona_0071/R0039-DONA_0071__20251105_74.JPEG,false,R0039-DONA_0071__20251105_74.JPEG,image/jpeg,,,
13a23a78-3ae6-44e4-a9cf-e60f594d8640,r0039-dona_0071,activityDetection,2025-11-05T07:47:47+00:00,images/r0039-dona_0071/R0039-DONA_0071__20251105_75.JPEG,false,R0039-DONA_0071__20251105_75.JPEG,image/jpeg,,,
8f631e10-b340-48a8-8e99-9abce5ab76d7,r0039-dona_0071,activityDetection,2025-11-05T07:47:49+00:00,images/r0039-dona_0071/R0039-DONA_0071__20251105_76.JPEG,false,R0039-DONA_0071__20251105_76.JPEG,image/jpeg,,,
800bb10a-8f0c-4847-bd6d-a87f4d020f75,r0039-dona_0071,activityDetection,2025-11-05T07:47:49+00:00,images/r0039-dona_0071/R0039-DONA_0071__20251105_77.JPEG,false,R0039-DONA_0071__20251105_77.JPEG,image/jpeg,,,
b045729f-5607-434d-9009-bf9e5ca6f952,r0039-dona_0071,activityDetection,2025-11-05T07:47:49+00:00,images/r0039-dona_0071/R0039-DONA_0071__20251105_78.JPEG,false,R0039-DONA_0071__20251105_78.JPEG,image/jpeg,,,
eeae2103-d2f8-438d-a517-276e0c15dd49,r0039-dona_0071,activityDetection,2025-11-05T07:47:51+00:00,images/r0039-dona_0071/R0039-DONA_0071__20251105_81.JPEG,false,R0039-DONA_0071__20251105_81.JPEG,image/jpeg,,,
5d7ec909-326a-47c8-a83e-3dd70d84d708,r0039-dona_0071,activityDetection,2025-11-05T07:47:51+00:00,images/r0039-dona_0071/R0039-DONA_0071__20251105_79.JPEG,false,R0039-DONA_0071__20251105_79.JPEG,image/jpeg,,,
0c10bf7f-f044-4ccb-8d05-5b63552f5fa6,r0039-dona_0071,activityDetection,2025-11-05T07:47:51+00:00,images/r0039-dona_0071/R0039-DONA_0071__20251105_80.JPEG,false,R0039-DONA_0071__20251105_80.JPEG,image/jpeg,,,
4ec95956-cf90-4ba6-97fc-833d7514e3e0,r0039-dona_0071,activityDetection,2025-11-05T07:47:53+00:00,images/r0039-dona_0071/R0039-DONA_0071__20251105_82.JPEG,false,R0039-DONA_0071__20251105_82.JPEG,image/jpeg,,,
cc00da2d-c861-4c72-a972-1b4e473f97e0,r0039-dona_0071,activityDetection,2025-11-05T07:47:53+00:00,images/r0039-dona_0071/R0039-DONA_0071__20251105_83.JPEG,false,R0039-DONA_0071__20251105_83.JPEG,image/jpeg,,,
892f6888-01a8-4dd7-9a68-6638a1bd4df9,r0039-dona_0071,activityDetection,2025-11-05T07:47:53+00:00,images/r0039-dona_0071/R0039-DONA_0071__20251105_84.JPEG,false,R0039-DONA_0071__20251105_84.JPEG,image/jpeg,,,
66a84ff4-7354-4b98-8624-d07ca0702fe2,r0039-dona_0071,activityDetection,2025-11-05T07:47:55+00:00,images/r0039-dona_0071/R0039-DONA_0071__20251105_85.JPEG,false,R0039-DONA_0071__20251105_85.JPEG,image/jpeg,,,
4ed81edd-bdd4-43c4-b807-5e93f3906336,r0039-dona_0071,activityDetection,2025-11-05T07:47:55+00:00,images/r0039-dona_0071/R0039-DONA_0071__20251105_86.JPEG,false,R0039-DONA_0071__20251105_86.JPEG,image/jpeg,,,
08e00da3-5910-4741-bbd5-f754b77a65fd,r0039-dona_0071,activityDetection,2025-11-05T07:47:55+00:00,images/r0039-dona_0071/R0039-DONA_0071__20251105_87.JPEG,false,R0039-DONA_0071__20251105_87.JPEG,image/jpeg,,,
7633e1bd-d9ff-41b1-aeb8-3cc24a703d4e,r0039-dona_0071,activityDetection,2025-11-05T07:47:56+00:00,images/r0039-dona_0071/R0039-DONA_0071__20251105_88.JPEG,false,R0039-DONA_0071__20251105_88.JPEG,image/jpeg,,,
89a4c4c1-d5e3-44cb-8282-1e84bc0d499b,r0039-dona_0071,activityDetection,2025-11-05T07:47:57+00:00,images/r0039-dona_0071/R0039-DONA_0071__20251105_90.JPEG,false,R0039-DONA_0071__20251105_90.JPEG,image/jpeg,,,
451f4d4a-e638-4f69-a801-c97f75ff3bf9,r0039-dona_0071,activityDetection,2025-11-05T07:47:57+00:00,images/r0039-dona_0071/R0039-DONA_0071__20251105_89.JPEG,false,R0039-DONA_0071__20251105_89.JPEG,image/jpeg,,,
c7a8df1b-a6cb-48bf-80bf-ec216a6a268e,r0039-dona_0071,activityDetection,2025-11-05T13:37:03+00:00,images/r0039-dona_0071/R0039-DONA_0071__20251105_93.JPEG,false,R0039-DONA_0071__20251105_93.JPEG,image/jpeg,,,
70283b6e-ebe6-4ced-ba3d-eb08f6421f70,r0039-dona_0071,activityDetection,2025-11-05T13:37:03+00:00,images/r0039-dona_0071/R0039-DONA_0071__20251105_91.JPEG,false,R0039-DONA_0071__20251105_91.JPEG,image/jpeg,,,
62968723-5a89-43e7-9d3e-9bf93595a5fa,r0039-dona_0071,activityDetection,2025-11-05T13:37:03+00:00,images/r0039-dona_0071/R0039-DONA_0071__20251105_92.JPEG,false,R0039-DONA_0071__20251105_92.JPEG,image/jpeg,,,
3fb2390d-16fd-455a-a883-b5ba176a11f7,r0039-dona_0071,activityDetection,2025-11-05T13:37:05+00:00,images/r0039-dona_0071/R0039-DONA_0071__20251105_94.JPEG,false,R0039-DONA_0071__20251105_94.JPEG,image/jpeg,,,
e15a907f-92fd-4b9b-b5ab-dd104d44ec99,r0039-dona_0071,activityDetection,2025-11-05T13:37:05+00:00,images/r0039-dona_0071/R0039-DONA_0071__20251105_95.JPEG,false,R0039-DONA_0071__20251105_95.JPEG,image/jpeg,,,
f7a0ada9-2f76-4496-ba53-c66e8a0ad3cf,r0039-dona_0071,activityDetection,2025-11-05T13:37:05+00:00,images/r0039-dona_0071/R0039-DONA_0071__20251105_96.JPEG,false,R0039-DONA_0071__20251105_96.JPEG,image/jpeg,,,
3d896a13-8198-45c0-b8d0-37dc1d655870,r0039-dona_0071,activityDetection,2025-11-07T23:38:24+00:00,images/r0039-dona_0071/R0039-DONA_0071__20251107_107.JPEG,false,R0039-DONA_0071__20251107_107.JPEG,image/jpeg,,,
b8f85bd2-80ff-440c-a9d2-fcf376ee724d,r0039-dona_0033,activityDetection,2025-11-01T14:34:32+00:00,images/r0039-dona_0033/R0039-DONA_0033__20251101_1711.JPEG,false,R0039-DONA_0033__20251101_1711.JPEG,image/jpeg,,,
cfd790f0-5d5f-41f0-9baa-d890add4bbbb,r0039-dona_0033,activityDetection,2025-11-01T14:34:32+00:00,images/r0039-dona_0033/R0039-DONA_0033__20251101_1712.JPEG,false,R0039-DONA_0033__20251101_1712.JPEG,image/jpeg,,,
218cf0e6-6586-4e6a-8ef8-a27ba496945b,r0039-dona_0033,activityDetection,2025-11-01T14:34:35+00:00,images/r0039-dona_0033/R0039-DONA_0033__20251101_1713.JPEG,false,R0039-DONA_0033__20251101_1713.JPEG,image/jpeg,,,
69c39ebb-3af5-42b9-ba13-a4f84a108e2f,r0039-dona_0033,activityDetection,2025-11-01T14:34:35+00:00,images/r0039-dona_0033/R0039-DONA_0033__20251101_1714.JPEG,false,R0039-DONA_0033__20251101_1714.JPEG,image/jpeg,,,
792bf0c9-2ce7-4a67-b469-2416e93d7bfd,r0039-dona_0033,activityDetection,2025-11-01T14:34:38+00:00,images/r0039-dona_0033/R0039-DONA_0033__20251101_1715.JPEG,false,R0039-DONA_0033__20251101_1715.JPEG,image/jpeg,,,
12925fa3-ea2d-4adb-a8c6-90ad075d1add,r0039-dona_0033,activityDetection,2025-11-01T14:34:38+00:00,images/r0039-dona_0033/R0039-DONA_0033__20251101_1716.JPEG,false,R0039-DONA_0033__20251101_1716.JPEG,image/jpeg,,,
f243731d-e399-45f4-8e20-8a95e17ff607,r0039-dona_0033,activityDetection,2025-11-01T14:34:42+00:00,images/r0039-dona_0033/R0039-DONA_0033__20251101_1717.JPEG,false,R0039-DONA_0033__20251101_1717.JPEG,image/jpeg,,,
b8071cd9-3a88-4136-bbc1-4d057f2a4b87,r0039-dona_0033,activityDetection,2025-11-01T14:34:42+00:00,images/r0039-dona_0033/R0039-DONA_0033__20251101_1718.JPEG,false,R0039-DONA_0033__20251101_1718.JPEG,image/jpeg,,,
9966f219-798d-4c28-95ae-7157a9d8e86d,r0039-dona_0033,activityDetection,2025-11-01T14:34:45+00:00,images/r0039-dona_0033/R0039-DONA_0033__20251101_1720.JPEG,false,R0039-DONA_0033__20251101_1720.JPEG,image/jpeg,,,
3ca878f3-c40e-4e21-b4e8-26b01dc22a91,r0039-dona_0033,activityDetection,2025-11-01T14:34:45+00:00,images/r0039-dona_0033/R0039-DONA_0033__20251101_1719.JPEG,false,R0039-DONA_0033__20251101_1719.JPEG,image/jpeg,,,
4bca9385-ba23-442b-bad8-974e6a1e52c1,r0039-dona_0033,activityDetection,2025-11-01T14:34:48+00:00,images/r0039-dona_0033/R0039-DONA_0033__20251101_1721.JPEG,false,R0039-DONA_0033__20251101_1721.JPEG,image/jpeg,,,
03cc1e77-f678-4543-8dc7-3a37e9118247,r0039-dona_0033,activityDetection,2025-11-01T14:34:48+00:00,images/r0039-dona_0033/R0039-DONA_0033__20251101_1722.JPEG,false,R0039-DONA_0033__20251101_1722.JPEG,image/jpeg,,,
71bf2a04-c7be-4fb1-9cbb-3fcadad45f46,r0039-dona_0033,activityDetection,2025-11-01T14:34:51+00:00,images/r0039-dona_0033/R0039-DONA_0033__20251101_1723.JPEG,false,R0039-DONA_0033__20251101_1723.JPEG,image/jpeg,,,
4ffd6f8d-71d3-4a04-8c42-a7c4e0ecb43d,r0039-dona_0033,activityDetection,2025-11-01T14:34:51+00:00,images/r0039-dona_0033/R0039-DONA_0033__20251101_1724.JPEG,false,R0039-DONA_0033__20251101_1724.JPEG,image/jpeg,,,
b631bdc7-9bc4-4433-892e-e13c7aa1e04f,r0039-dona_0033,activityDetection,2025-11-02T02:07:17+00:00,images/r0039-dona_0033/R0039-DONA_0033__20251102_1731.JPEG,false,R0039-DONA_0033__20251102_1731.JPEG,image/jpeg,,,
f7d1a5e7-2923-4339-a991-038a9225f6c9,r0039-dona_0033,activityDetection,2025-11-02T02:07:17+00:00,images/r0039-dona_0033/R0039-DONA_0033__20251102_1732.JPEG,false,R0039-DONA_0033__20251102_1732.JPEG,image/jpeg,,,
b89b1a07-f5cb-4e0c-b525-685be6bdfee2,r0039-dona_0033,activityDetection,2025-11-02T02:07:18+00:00,images/r0039-dona_0033/R0039-DONA_0033__20251102_1733.JPEG,false,R0039-DONA_0033__20251102_1733.JPEG,image/jpeg,,,
bc80417d-8001-464b-9ac1-2d8a70a28dc1,r0039-dona_0033,activityDetection,2025-11-02T02:07:37+00:00,images/r0039-dona_0033/R0039-DONA_0033__20251102_1735.JPEG,false,R0039-DONA_0033__20251102_1735.JPEG,image/jpeg,,,
9df2a900-96ed-473b-a870-c466d39a6e75,r0039-dona_0033,activityDetection,2025-11-02T02:07:37+00:00,images/r0039-dona_0033/R0039-DONA_0033__20251102_1734.JPEG,false,R0039-DONA_0033__20251102_1734.JPEG,image/jpeg,,,
645bc7dc-e079-4077-8313-c916764a239f,r0039-dona_0033,activityDetection,2025-11-02T02:07:38+00:00,images/r0039-dona_0033/R0039-DONA_0033__20251102_1736.JPEG,false,R0039-DONA_0033__20251102_1736.JPEG,image/jpeg,,,
47607172-f06d-438f-b5a4-1772299c1e49,r0039-dona_0033,activityDetection,2025-11-02T02:07:40+00:00,images/r0039-dona_0033/R0039-DONA_0033__20251102_1737.JPEG,false,R0039-DONA_0033__20251102_1737.JPEG,image/jpeg,,,
f3d82743-043a-436c-b7e3-2beb9181c816,r0039-dona_0033,activityDetection,2025-11-02T02:07:40+00:00,images/r0039-dona_0033/R0039-DONA_0033__20251102_1738.JPEG,false,R0039-DONA_0033__20251102_1738.JPEG,image/jpeg,,,
bed9c384-9723-4892-ac4b-70482aef56c4,r0039-dona_0033,activityDetection,2025-11-02T02:07:41+00:00,images/r0039-dona_0033/R0039-DONA_0033__20251102_1739.JPEG,false,R0039-DONA_0033__20251102_1739.JPEG,image/jpeg,,,
4ae8097b-1c1c-4cd9-abbb-4e2aef851f34,r0039-dona_0033,activityDetection,2025-11-02T02:07:43+00:00,images/r0039-dona_0033/R0039-DONA_0033__20251102_1740.JPEG,false,R0039-DONA_0033__20251102_1740.JPEG,image/jpeg,,,
6553d39f-2182-4442-9b09-cba50609e174,r0039-dona_0033,activityDetection,2025-11-02T02:07:44+00:00,images/r0039-dona_0033/R0039-DONA_0033__20251102_1741.JPEG,false,R0039-DONA_0033__20251102_1741.JPEG,image/jpeg,,,
1ded8d9a-edb5-4eaa-bd8c-733fa2b2102d,r0039-dona_0033,activityDetection,2025-11-02T02:07:44+00:00,images/r0039-dona_0033/R0039-DONA_0033__20251102_1742.JPEG,false,R0039-DONA_0033__20251102_1742.JPEG,image/jpeg,,,
6566a377-3762-4fd5-813a-9ca1910a03ad,r0039-dona_0033,activityDetection,2025-11-02T02:07:47+00:00,images/r0039-dona_0033/R0039-DONA_0033__20251102_1743.JPEG,false,R0039-DONA_0033__20251102_1743.JPEG,image/jpeg,,,
